Date,ADID.BD,AKKO.BD,ALLZ.BD,AMIXA.BD,ANY.BD,APPEN.BD,AUTOW.BD,BASF.BD,BAYER.BD,CHOME.BD,CIG.BD,CIVTA.BD,COMMB.BD,DBANK.BD,DELTA.BD,DHGS.BD,DMKER.BD,DTEL.BD,EON.BD,EPDUF.BD,EPROI.BD,ESENT.BD,FORRB.BD,FUTUR.BD,GLSTR.BD,GRNT.BD,GSP.BD,GWPH.BD,HENK.BD,INFIN.BD,KERMN.BD,LUFTH.BD,MAST.BD,MBH.BD,MBHJ.BD,MERC.BD,MGKR.BD,MTEL.BD,MULTI.BD,NAP.BD,NATUR.BD,NAVIG.BD,NORD.BD,O3PNR.BD,OPUS.BD,ORM.BD,OTP.BD,PERGY.BD,PLYDR.BD,RICHT.BD,SAP.BD,SIEME.BD,SPPC.BD,SUND.BD,THYSS.BD,UBM.BD,VERTI.BD,VIG.BD,VVT.BD,VWPR.BD,WABS.BD,WIZZ.BD,ZWACK.BD,^BUX.BD
2024-07-31,,277.0,,423.9215698242188,3773.655029296875,,,16995.94140625,11037.7841796875,98.0,,,,,78.80000305175781,,36.59999847412109,,5111.1220703125,,,,,,,,,,,,,,,,,,,,,1345.7904052734375,,,,,403.78466796875,,17481.93359375,,,,75734.8125,,,,,1460.0,,11658.1357421875,208.55172729492188,,,,22891.71484375,
2024-08-30,,268.0,,378.8235168457031,3773.655029296875,,,16746.0,10855.787109375,96.0,,,,,72.5999984741211,,33.79999923706055,,4904.15771484375,,,,,,,,,,,,,,,,,,,,,1204.6236572265625,,,,,415.7965698242188,,17149.078125,,,,77814.671875,,,,,1500.0,,11658.1357421875,214.5103454589844,,,,22156.23828125,
2024-09-30,,308.0,,369.8039245605469,3738.38720703125,,,18763.51953125,12129.7626953125,91.0,,,,,70.0,,35.0,,5199.10693359375,,,,,,,,,,,,,,,,,,,,,1082.2789306640625,,,,,469.38812255859375,,17495.998046875,,,,76214.78125,,,,,1430.0,,11218.2060546875,228.41378784179688,,,,22064.3046875,
2024-10-31,,323.0,,348.1568603515625,3729.5703125,,,18495.58203125,10199.7998046875,75.0,,,,,72.0,,32.0,,5023.13671875,,,,,,,,,,,,,,,,,,,,,1082.2789306640625,,,,,484.1719970703125,,17514.751953125,,,,84844.1875,,,,,1480.0,,11218.2060546875,228.41378784179688,,,,22340.107421875,
2024-11-29,,340.0,,395.058837890625,3817.73974609375,,,17391.845703125,7914.84521484375,75.0,,,,,68.5999984741211,,32.79999923706055,,4964.14697265625,,,,,,,,,,,,,,,,,,,,,1138.7457275390625,,,,,463.84417724609375,,19849.42578125,,,,90493.8046875,,,,,1470.0,,12438.0107421875,228.41378784179688,,,,22523.9765625,
2024-12-30,,341.0,,362.5882263183594,3667.8515625,,,17501.8203125,7935.8447265625,57.0,,,,,62.59999847412109,,34.0,,4647.20166015625,,,,,,,16000.0,,,,,,,,,,,,,,1110.5123291015625,,,,,466.61614990234375,,20336.990234375,,,,97993.2890625,,,,,1260.0,,11538.154296875,248.2758636474609,,,,23075.583984375,
2025-01-31,,340.0,,377.0196228027344,4055.79736328125,,,19495.34375,8901.826171875,46.0,,,,,70.0,,34.0,,4664.19873046875,,,,,,,14500.0,,,,,,,,,,,,,,1110.5123291015625,,,,,500.8038635253906,,22831.05859375,,,,109842.4765625,,,,,1400.0,,13117.9013671875,295.94482421875,,,,24638.470703125,
2025-02-28,,337.0,,348.1568603515625,4293.85498046875,,,19965.232421875,9194.8193359375,51.0,,,,,69.0,,32.79999923706055,,4895.15869140625,,,,,,,14288.0,,,,,,,,,,,,,,1157.80517578125,,,,,545.155517578125,,22305.9921875,,,,125991.3671875,,,,,1380.0,,13817.7890625,295.94482421875,,,,25649.75390625,
2025-03-31,,337.0,,351.76470947265625,5448.8759765625,,,18295.630859375,8843.8271484375,51.0,,,,,58.400001525878906,,31.200000762939453,,5589.0400390625,,,,,,,14500.0,,,,,,,,,,,,,,1061.3214111328125,,,,,507.2718200683594,,23440.51171875,,,,99113.2109375,,,,,1280.0,,16277.396484375,291.972412109375,,,,28315.85546875,
2025-04-30,,323.0,,306.6666564941406,5448.8759765625,,,17895.7265625,9329.9267578125,49.0,,,,,54.0,,29.899999618530277,,6114.94921875,,,,,,,13350.0,,,,,,,,,,,,,,1032.3763427734375,,,,,508.19580078125,,24640.666015625,,,,97053.359375,,,,,1200.0,,16717.326171875,297.9310302734375,,,,27948.1171875,
2025-05-30,,291.0,,297.6470642089844,6789.05224609375,,,17298.04296875,10033.921875,47.0,,,,,56.70000076293945,,29.299999237060547,,6299.49560546875,,,,,,,11950.0,,,,,,,,,,,,,,1157.80517578125,,,,,524.8276977539062,,26238.814453125,,,,105245.125,,,,,1390.0,,17498.68359375,295.94482421875,,,,27948.1171875,
2025-06-30,,293.0,,308.4705810546875,7353.3369140625,,,16598.123046875,10499.91796875,45.0,,,,,61.400001525878906,,29.5,,6259.4990234375,,,,,,,12200.0,,,,,,,,,,,,,,1157.80517578125,,,,,567.0606689453125,,26355.517578125,,,,102035.2734375,,,,,1380.0,,17258.701171875,293.9586181640625,,,,30338.41796875,
2025-07-31,,305.0,,294.0392150878906,7500.1865234375,,,17697.998046875,11541.91015625,44.0,,,,,61.0,,32.20000076293945,,6351.49169921875,,,,,,,12000.0,,,,,,,,,,,,,,1167.45361328125,,,,,545.214111328125,,27717.05859375,,,,100195.359375,,,,,1290.0,,18598.6015625,288.0,,,,32137.138671875,
2025-08-29,,294.0,,268.7843017578125,7369.5859375,,,18332.927734375,11289.912109375,32.0,,,,,57.79999923706055,,35.400001525878906,,6167.50634765625,,,,,,,12600.0,,,,,,,,,,,,,,1254.2889404296875,,,,,550.9132080078125,,28718.76171875,,,,92195.7265625,,,,,1330.0,,18298.623046875,316.0,,,,29930.708984375,
2025-09-30,,268.0,,380.62744140625,7052.4140625,,,16453.138671875,10983.9140625,45.0,,,,,50.0,,37.400001525878906,,6251.49951171875,,,,,,,14450.0,,,,,,,,,,,,,,1138.5084228515625,,,,,533.81591796875,,27901.837890625,,,,89995.828125,,,,,1220.0,,17858.65625,316.0,,,,31177.8203125,
2025-10-31,,263.0,,331.92156982421875,6530.01318359375,,,16598.123046875,10371.9189453125,60.0,,,,,50.0,,37.0,,6349.49169921875,,,,,,,13750.0,,,,,,,,,,,,,,1379.7178955078125,,,,,519.5681762695312,,31208.43359375,,,,92345.7265625,,,,,1100.0,,17418.689453125,310.0,,,,31849.34375,
2025-11-28,,264.0,,288.62744140625,6641.9560546875,,,17103.06640625,11657.9091796875,60.0,,,,,64.9000015258789,,36.79999923706055,,5835.53271484375,,,,,,,12850.0,,,,,,,,,,,,,,1399.0146484375,,,,,511.9693603515625,,33270.1953125,,,,80236.28125,,,,,1160.0,,18698.59375,298.0,,,,31465.615234375,
2025-12-30,,249.0,,243.5294189453125,6623.298828125,,,17208.0546875,14169.8896484375,48.0,,,,,52.400001525878906,,32.0,,6249.49951171875,,,,,,,12500.0,,,,,,,,,,,,,,1437.608154296875,,,,,521.4678344726562,,34135.74609375,,,,79656.3125,,,,,1180.0,,25498.08203125,298.0,,,,33000.5234375,
2026-01-30,,270.0,,259.76470947265625,7145.7001953125,,,17483.0234375,17221.865234375,56.0,,,,,55.59999847412109,,31.0,,6807.455078125,,,,,,,12450.0,,,,,,,,,,,,,,1456.9049072265625,,,,,522.417724609375,,39426.30078125,,,,64996.98828125,,,,,1180.0,,25598.07421875,290.0,,,,33863.91015625,
2026-02-27,,255.0,,252.5490264892578,7015.099609375,,,18197.94140625,15799.876953125,46.0,,,,,52.900001525878906,,32.900001525878906,,7403.4072265625,,,,,,,10700.0,,,,,,,,,,,,,,1500.0,,,,,515.7687377929688,,38230.08984375,,,,64077.03125,,,,,1100.0,,24798.134765625,288.0,,,,34151.70703125,
2026-03-31,,229.0,,202.03921508789065,6343.44140625,,,20207.71484375,15077.8818359375,42.79999923706055,,,,,47.0,,31.5,,7389.408203125,,,,,,,9200.0,,,,,,,,,,,,,,1390.0,,,,,445.0049133300781,,34446.953125,,,,56887.3671875,,,,,925.0,,23348.244140625,270.0,,,,33576.11328125,
2026-04-30,,250.0,,306.6666564941406,6884.49951171875,,,19901.75,13695.0,38.400001525878906,,,,,52.5,,32.599998474121094,,6810.0,,,,,,,9080.0,,,,,,,,,,,,,,1400.0,,,,,311.5509338378906,,40457.1796875,,,,53407.52734375,,,,,1020.0,,23098.26171875,288.0,,,,34631.36328125,
2026-05-28,,234.0,,246.0,7453.54345703125,,,18152.0,13370.0,20.0,,,,,53.0,,29.200000762939453,,6500.0,,,,,,,8700.0,,,,,,,,,,,,,,1400.0,,,,,316.3001708984375,,40460.0,,,,53500.0,,,,,1000.0,,22500.0,258.0,,,,35015.08984375,
2026-06-30,,234.0,,240.0,7350.9287109375,,,16680.0,17000.0,15.0,,,,,49.900001525878906,,30.600000381469727,,6410.0,,,,,,,8780.0,,,,,,,,,,,,,,1410.0,,,,,359.0,,45950.0,,,,49100.0,,,,,930.0,,23050.0,278.0,,,,35974.41015625,
2026-07-31,,238.0,,232.0,6720.0,,,18494.0,16965.0,18.0,,,,,50.09999847412109,,30.0,,6814.0,,,,,,,9060.0,,,,,,,,,,,,,,1470.0,,,,,358.0,,46820.0,,,,57280.0,,,,,950.0,,23950.0,220.0,,,,37700.0,
2026-08-31,,248.0,,226.0,6650.0,,,19406.0,17850.0,26.0,,,,,50.59999847412109,,34.79999923706055,,6482.0,,,,,,,8720.0,,,,,,,,,,,,,,1420.0,,,,,319.5,,45240.0,,,,69420.0,,,,,900.0,,26500.0,308.0,,,,39900.0,
