Date,ALVO.IC,ARION.IC,ASAR.IC,BRIM.IC,EIK.IC,EIM.IC,FESTI.IC,HAGA.IC,HAMP.IC,HEIMAR.IC,ICEAIR.IC,ISB.IC,ISF.IC,JBTM.IC,KALD.IC,KVIKA.IC,NOVA.IC,OCS.IC,REITIR.IC,SJOVA.IC,SKEL.IC,SYN.IC,^XIPI
2024-07-31,1665.0,116.5517578125,9.120647430419922,68.25344848632812,8.823315620422363,333.4656066894531,199.72454833984372,80.63455963134766,117.19107818603516,24.61607551574707,0.8640000224113464,92.4421615600586,145.92723083496094,,16.13496208190918,9.834538459777832,3.6228902339935294,1610.0,80.28370666503906,33.92710876464844,11.739145278930664,33.79999923706055,
2024-08-30,1625.0,122.24788665771484,9.702816009521484,71.87583923339844,9.803685188293455,333.4656066894531,197.76646423339844,76.34040832519531,120.14547729492188,28.328020095825195,0.8740000128746033,91.54466247558594,149.1999969482422,,18.206016540527344,10.507259368896484,3.603721618652344,1670.0,84.48460388183594,34.47727584838867,12.51145839691162,30.600000381469727,
2024-09-30,1610.0,127.50586700439452,10.090928077697754,74.54496765136719,10.784052848815918,337.2766418457031,213.4311370849609,82.0659408569336,116.20628356933594,30.08631134033203,1.184999942779541,99.62213134765624,146.5047607421875,,20.51789093017578,11.340152740478516,3.5270469188690186,1655.0,87.75196075439453,37.59490203857422,13.901619911193848,31.799999237060547,
2024-10-31,1800.0,138.0218048095703,11.352294921875,70.9225845336914,12.210043907165527,342.9931945800781,242.80239868164065,90.65423583984376,117.19107818603516,32.626068115234375,1.100000023841858,113.08457946777344,146.31224060058594,,22.059141159057617,12.141010284423828,3.6612277030944815,2360.0,91.01932525634766,41.8128662109375,13.438231468200684,30.200000762939453,
2024-11-29,1620.0,137.14547729492188,12.710689544677734,70.35062408447266,12.4774169921875,371.5759887695313,276.0898132324219,95.4255142211914,110.29749298095705,34.38435745239258,1.2300000190734863,111.73833465576172,148.429931640625,,23.50406265258789,12.173044204711914,3.8912527561187744,2220.0,105.4890594482422,41.30854415893555,12.588688850402832,33.0,
2024-12-30,1775.0,146.34693908691406,13.098801612854004,70.54127502441406,12.566540718078612,365.85943603515625,278.04791259765625,101.15104675292967,100.94189453125,38.09630584716797,1.4600000381469729,111.28958892822266,144.00205993652344,,26.008594512939453,13.134074211120604,4.15961503982544,2380.0,109.2231903076172,44.01354598999024,14.982855796813965,32.20000076293945,
2025-01-31,1800.0,153.35757446289062,13.195830345153809,72.25714874267578,12.031793594360352,424.9304809570313,289.7964172363281,99.24253845214844,108.8202896118164,37.11948013305664,1.3899999856948853,110.39208984375,144.57960510253906,18699.220703125,24.948984146118164,13.51848602294922,4.15961503982544,3260.0,105.4890594482422,47.681339263916016,15.600706100463867,30.200000762939453,
2025-02-28,1585.0,145.47061157226562,13.680971145629885,69.7786636352539,11.407923698425291,434.45806884765625,293.71258544921875,97.33402252197266,108.32788848876952,36.924110412597656,1.274999976158142,107.6996078491211,138.61160278320312,18199.23828125,24.948984146118164,12.877799987792969,4.207536697387695,2760.0,103.15523529052734,46.993629455566406,14.905624389648438,21.799999237060547,
2025-03-31,1265.0,143.8180694580078,14.070667266845703,65.06815338134766,10.873177528381348,414.8046875,289.5516662597656,95.4255142211914,106.46802520751952,35.38850402832031,1.0750000476837158,110.39208984375,130.71844482421875,15999.4208984375,23.793048858642575,12.98166847229004,4.419485569000244,2480.0,97.08727264404295,44.712249755859375,14.427952766418455,30.799999237060547,
2025-04-30,990.0,145.232666015625,13.578685760498049,58.44444274902344,11.608641624450684,355.8277282714844,293.71258544921875,102.10529327392578,104.47796630859376,35.38850402832031,1.0149999856948853,101.82898712158205,123.71957397460938,13099.525390625,23.889375686645508,11.145033836364746,4.390217304229736,2200.0,101.50819396972656,42.3692512512207,13.752960205078123,25.5,
2025-05-30,1450.0,166.45172119140625,13.185099601745604,63.80185317993164,13.280285835266112,379.4185180664063,279.0269470214844,99.5373764038086,114.42825317382812,37.76091766357422,1.0475000143051147,111.77507019042967,124.70147705078124,14499.5732421875,24.37101554870605,14.67220687866211,4.585338115692139,2500.0,112.46916961669922,48.8125,14.849822998046877,24.200000762939453,
2025-06-30,1110.0,156.54949951171875,12.693119049072266,56.49629592895508,12.723071098327637,367.62310791015625,279.0269470214844,102.4649429321289,114.42825317382812,35.586204528808594,1.1200000047683716,109.88057708740234,116.84626770019533,14499.5732421875,20.999530792236328,14.567852973937988,4.643874645233154,2330.0,106.75039672851562,44.907501220703125,14.259204864501951,24.799999237060547,
2025-07-31,1150.0,167.8663330078125,13.480289459228516,56.252777099609375,13.094547271728516,363.6913146972656,295.670654296875,104.41665649414062,112.43819427490234,37.958621978759766,1.0549999475479126,120.30029296875,105.0634536743164,16849.505859375,24.274688720703125,15.11049461364746,4.760947227478027,2170.0,109.60978698730467,44.712249755859375,14.343579292297363,32.0,
2025-08-29,988.0,164.09405517578125,13.185099601745604,58.44444274902344,12.815939903259276,328.3051452636719,287.8383178710937,101.48908996582033,122.3884735107422,35.98160934448242,0.9919999837875366,116.03768157958984,116.84626770019533,17449.591796875,22.73343849182129,14.609594345092772,4.838995456695557,1990.0,104.84414672851562,41.39300155639648,14.09045696258545,26.600000381469727,
2025-09-30,988.0,166.9232635498047,12.791515350341797,60.8796272277832,13.290604591369627,342.0664367675781,295.670654296875,104.41665649414062,121.39344787597656,34.39999771118164,1.1200000047683716,115.56405639648438,122.73767852783205,16899.603515625,23.118751525878903,14.985270500183104,4.702410697937012,2110.0,112.05030822753906,40.61199951171875,14.09045696258545,27.600000381469727,
2025-10-31,950.0,165.98019409179688,13.677081108093262,59.41851806640625,13.675838470458984,302.7484436035156,309.37725830078125,108.32008361816406,116.41830444335938,37.365516662597656,0.8220000267028809,115.0904312133789,117.8281707763672,15499.63671875,25.815937042236328,14.609594345092772,4.6048502922058105,2480.0,120.74386596679688,43.540748596191406,14.09045696258545,19.200000762939453,
2025-11-28,650.0,168.8094024658203,13.77547836303711,72.08148193359375,13.483222007751465,272.2770080566406,315.2514953613281,110.27179718017578,106.46802520751952,35.685054779052734,0.777999997138977,124.56289672851562,124.70147705078124,17999.578125,24.467344284057617,13.941726684570312,4.2731451988220215,2420.0,120.74386596679688,41.58824920654297,14.09045696258545,19.399999618530277,
2025-12-30,632.0,190.5,14.365856170654297,71.59444427490234,13.290604591369627,267.3622741699219,317.2095947265625,114.17522430419922,101.49288177490234,36.77241516113281,0.8859999775886536,139.71884155273438,132.5566864013672,19299.64453125,26.201251983642575,15.360944747924805,4.214609146118164,2570.0,124.607666015625,42.46687316894531,15.583486557006836,18.100000381469727,
2026-01-30,640.0,188.6138610839844,15.34981918334961,82.79629516601562,13.290604591369627,255.56686401367188,340.70660400390625,121.9820785522461,111.4431610107422,36.37701034545898,0.800000011920929,137.35072326660156,145.3214111328125,19099.650390625,26.008594512939453,15.569652557373049,4.409729480743408,3480.0,123.64171600341795,43.34550094604492,15.116914749145508,17.100000381469727,
2026-02-27,484.0,188.14231872558597,13.972270011901855,84.50092315673828,13.77214813232422,241.8055725097656,332.874267578125,116.12693786621094,101.49288177490234,36.17930603027344,0.7599999904632568,130.2463836669922,141.393798828125,18699.65625,26.39390563964844,15.820104598999023,4.156072616577148,3590.0,124.607666015625,40.904876708984375,16.329999923706055,17.600000381469727,
2026-03-31,428.0,176.5,12.800000190734863,77.0,13.483222007751465,242.5,320.0,112.2235107421875,87.5,34.20000076293945,0.699999988079071,135.0,137.46620178222656,15549.798828125,24.799999237060547,14.483465194702148,4.079999923706055,3305.0,109.42831420898438,35.79999923706055,16.299999237060547,21.200000762939453,
2026-04-30,415.0,191.5,12.100000381469728,82.0,14.0,246.0,331.0,117.10279083251952,89.5,34.400001525878906,0.7760000228881836,143.60000610351562,150.0,14599.8115234375,26.399999618530277,13.205512046813965,3.869999885559082,3300.0,111.89291381835938,39.79999923706055,16.299999237060547,21.799999237060547,
2026-05-29,424.0,198.0,11.800000190734863,88.0,14.899999618530272,220.0,326.0,126.0,87.0,35.20000076293945,0.7120000123977661,146.8000030517578,152.0,16199.888671875,25.799999237060547,13.844488143920898,3.660000085830689,3650.0,119.2867202758789,41.59999847412109,16.350000381469727,21.799999237060547,
2026-06-30,476.0,189.5,11.949999809265137,89.5,14.399999618530272,258.0,311.0,119.0,85.0,33.79999923706055,0.7739999890327454,141.39999389648438,155.0,17999.876953125,25.799999237060547,13.199999809265137,3.7200000286102295,1690.0,114.3575210571289,39.59999847412109,16.399999618530273,21.0,
2026-07-31,475.0,193.5,12.75,89.5,14.800000190734863,252.0,310.0,119.0,88.0,34.29999923706055,0.7179999947547913,146.0,163.0,17399.880859375,26.200000762939453,13.600000381469728,3.839999914169312,1370.0,112.38583374023438,42.79999923706055,17.100000381469727,21.399999618530277,
2026-08-31,634.0,188.0,12.199999809265137,92.0,14.699999809265137,276.0,304.0,122.0,90.0,35.20000076293945,0.699999988079071,142.60000610351562,168.0,14200.0,26.799999237060547,13.25,3.5199999809265137,1470.0,113.3716812133789,43.79999923706055,17.100000381469727,19.799999237060547,
