Date,4IG.BD,ADID.BD,AKKO.BD,ALLZ.BD,ALTEO.BD,AMIXA.BD,ANY.BD,APPEN.BD,AUTOW.BD,BASF.BD,BAYER.BD,BET.BD,BIF.BD,BMW.BD,CHOME.BD,CIG.BD,CIVTA.BD,COMMB.BD,DBANK.BD,DELTA.BD,DHGS.BD,DMKER.BD,DTEL.BD,ENEFI.BD,EON.BD,EPDUF.BD,EPROI.BD,ESENT.BD,FORRB.BD,FUTUR.BD,GLIA.BD,GLSTR.BD,GRNT.BD,GSP.BD,GWPH.BD,HENK.BD,INFIN.BD,KERMN.BD,LUFTH.BD,MAST.BD,MBH.BD,MBHJ.BD,MERC.BD,MGKR.BD,MOL.BD,MTEL.BD,MULTI.BD,NAP.BD,NATUR.BD,NAVIG.BD,NORD.BD,NUTEX.BD,O3PNR.BD,OPUS.BD,ORM.BD,OTP.BD,PERGY.BD,PLYDR.BD,RABA.BD,RICHT.BD,SAP.BD,SIEME.BD,SPPC.BD,STRT.BD,SUND.BD,THYSS.BD,UBM.BD,VERTI.BD,VIG.BD,VVT.BD,VWPR.BD,WABS.BD,WIZZ.BD,ZWACK.BD,^BUX.BD
2024-07-31,789.0,,277.0,,4730.0,423.92156982421875,3773.655029296875,,,16995.94140625,11037.7841796875,,496.51702880859375,34090.421875,98.0,,,,,78.80000305175781,,36.599998474121094,,228.0,5111.1220703125,,,,,,,,,,,,,,,,,,,,2433.759521484375,,,1345.7904052734375,,,,14.449999809265137,,403.78466796875,,17481.93359375,,,1310.0,,75734.8125,,,940.0,,,1460.0,,11658.1357421875,208.55172729492188,,,,22891.71484375,
2024-08-30,765.0,,268.0,,4600.0,378.8235168457031,3773.655029296875,,,16746.0,10855.787109375,,476.2885437011719,32990.73046875,96.0,,,,,72.5999984741211,,33.79999923706055,,220.0,4904.15771484375,,,,,,,,,,,,,,,,,,,,2310.270751953125,,,1204.6236572265625,,,,19.0,,415.79656982421875,,17149.078125,,,1285.0,,77814.671875,,,928.0,,,1500.0,,11658.1357421875,214.51034545898438,,,,22156.23828125,
2024-09-30,802.0,,308.0,,4340.0,369.8039245605469,3738.38720703125,,,18763.51953125,12129.7626953125,,416.5226135253906,31661.107421875,91.0,,,,,70.0,,35.0,,210.0,5199.10693359375,,,,,,,,,,,,,,,,,,,,2287.97412109375,,,1082.2789306640625,,,,18.899999618530273,,469.38812255859375,,17495.998046875,,,1255.0,,76214.78125,,,840.0,,,1430.0,,11218.2060546875,228.41378784179688,,,,22064.3046875,
2024-10-31,804.0,,323.0,,4330.0,348.1568603515625,3729.5703125,,,18495.58203125,10199.7998046875,,479.9664306640625,29591.685546875,75.0,,,,,72.0,,32.0,,216.0,5023.13671875,,,,,,,,,,,,,,,,,,,,2233.090087890625,,,1082.2789306640625,,,,18.649999618530273,,484.1719970703125,,17514.751953125,,,1265.0,,84844.1875,,,790.0,,,1480.0,,11218.2060546875,228.41378784179688,,,,22340.107421875,
2024-11-29,792.0,,340.0,,4060.0,395.058837890625,3817.73974609375,,,17391.845703125,7914.84521484375,,465.2548522949219,28591.96875,75.0,,,,,68.5999984741211,,32.79999923706055,,234.0,4964.14697265625,,,,,,,,,,,,,,,,,,,,2296.5498046875,,,1138.7457275390625,,,,17.850000381469727,,463.84417724609375,,19849.42578125,,,1295.0,,90493.8046875,,,828.0,,,1470.0,,12438.0107421875,228.41378784179688,,,,22523.9765625,
2024-12-30,924.0,,341.0,,4050.0,362.5882263183594,3667.8515625,,,17501.8203125,7935.8447265625,6618.9912109375,459.7380065917969,32390.900390625,57.0,,,,,62.599998474121094,,34.0,,222.0,4647.20166015625,,,,,,,,16000.0,,,,,,,,,,,,2341.14306640625,,,1110.5123291015625,,,,21.799999237060547,,466.61614990234375,,20336.990234375,,,1260.0,,97993.2890625,,,866.0,,,1260.0,,11538.154296875,248.27586364746094,,,,23075.583984375,
2025-01-31,1380.0,,340.0,,5500.0,377.0196228027344,4055.79736328125,,,19495.34375,8901.826171875,7441.46923828125,496.51702880859375,32990.73046875,46.0,,,,,70.0,,34.0,,252.0,4664.19873046875,,,,,,,,14500.0,,,,,,,,,,,,2468.062255859375,,,1110.5123291015625,,,,21.799999237060547,,500.8038635253906,,22831.05859375,,,1510.0,,109842.4765625,,,900.0,,,1400.0,,13117.9013671875,295.94482421875,,,,24638.470703125,
2025-02-28,1598.0,,337.0,,5760.0,348.1568603515625,4293.85498046875,,,19965.232421875,9194.8193359375,9008.09375,520.4234008789062,33620.55859375,51.0,,,,,69.0,,32.79999923706055,,274.0,4895.15869140625,,,,,,,,14288.0,,,,,,,,,,,,2469.77734375,,,1157.80517578125,,,,21.5,,545.155517578125,,22305.9921875,,,1465.0,,125991.3671875,,,920.0,,,1380.0,,13817.7890625,295.94482421875,,,,25649.75390625,
2025-03-31,1640.0,,337.0,,6440.0,351.76470947265625,5448.8759765625,,,18295.630859375,8843.8271484375,8048.5361328125,459.7380065917969,29991.57421875,51.0,,,,,58.400001525878906,,31.200000762939453,,244.0,5589.0400390625,,,,,,,,14500.0,,,,,,,,,,,,2512.6552734375,,,1061.3214111328125,,,,20.799999237060547,,507.2718200683594,,23440.51171875,,,1700.0,,99113.2109375,,,1010.0,,,1280.0,,16277.396484375,291.972412109375,,,,28315.85546875,
2025-04-30,1800.0,,323.0,,5760.0,306.6666564941406,5448.8759765625,,,17895.7265625,9329.9267578125,7490.42626953125,428.4757995605469,31141.251953125,49.0,,,,,54.0,,29.899999618530273,,229.0,6114.94921875,,,,,,,,13350.0,,,,,,,,,,,,2584.6904296875,,,1032.3763427734375,,,,18.950000762939453,,508.19580078125,,24640.666015625,,,1550.0,,97053.359375,,,1030.0,,,1200.0,,16717.326171875,297.9310302734375,,,,27948.1171875,
2025-05-30,1746.0,,291.0,,5460.0,297.6470642089844,6789.05224609375,,,17298.04296875,10033.921875,7539.38330078125,391.9800109863281,30795.326171875,47.0,,,,,56.70000076293945,,29.299999237060547,,236.0,6299.49560546875,,,,,,126.0,,11950.0,,,,,,,,,,,,2637.859130859375,,,1157.80517578125,,,,17.0,,524.8276977539062,,26238.814453125,,,1440.0,,105245.125,,,1060.0,,,1390.0,,17498.68359375,295.94482421875,,,,27948.1171875,
2025-06-30,1834.0,,293.0,,5400.0,308.4705810546875,7353.3369140625,,,16598.123046875,10499.91796875,7760.67236328125,408.8999938964844,29505.521484375,45.0,,,,,61.400001525878906,,29.5,,245.0,6259.4990234375,,,,,,100.0,,12200.0,,,,,,,,,,,,2779.138671875,,,1157.80517578125,,,,16.899999618530273,,567.0606689453125,,26355.517578125,,,1465.0,,102035.2734375,,,950.0,,,1380.0,,17258.701171875,293.9586181640625,,,,30338.41796875,
2025-07-31,1834.0,,305.0,,5420.0,294.0392150878906,7500.1865234375,,,17697.998046875,11541.91015625,7263.193359375,380.70001220703125,35344.63671875,44.0,,,,,61.0,,32.20000076293945,,238.0,6351.49169921875,,,,,,120.0,,12000.0,,,,,,,,,,,,2869.455810546875,,,1167.45361328125,,,,16.75,,545.214111328125,,27717.05859375,,,1450.0,,100195.359375,,,980.0,,,1290.0,,18598.6015625,288.0,,,,32137.138671875,
2025-08-29,2005.0,,294.0,,5300.0,268.7843017578125,7369.5859375,,,18332.927734375,11289.912109375,7163.697265625,378.82000732421875,35534.60546875,32.0,,,,,57.79999923706055,,35.400001525878906,,256.0,6167.50634765625,,,,,,206.0,,12600.0,,,,,,,,,,,,2741.50634765625,,,1254.2889404296875,,,,16.0,,550.9132080078125,,28718.76171875,,,1500.0,,92195.7265625,,,1050.0,,,1330.0,,18298.623046875,316.0,,,,29930.708984375,
2025-09-30,2600.0,,268.0,,4500.0,380.62744140625,7052.4140625,,,16453.138671875,10983.9140625,7064.20166015625,363.7799987792969,33624.8984375,45.0,,,,,50.0,,37.400001525878906,,255.0,6251.49951171875,,,,,,150.0,,14450.0,,,,,,,,,,,,2538.29248046875,,,1138.5084228515625,,,,16.450000762939453,,533.81591796875,,27901.837890625,,,2270.0,,89995.828125,,,1000.0,,,1220.0,,17858.65625,316.0,,,,31177.8203125,
2025-10-31,4015.0,,263.0,,4670.0,331.92156982421875,6530.01318359375,,,16598.123046875,10371.9189453125,6715.96630859375,374.1199951171875,31515.216796875,60.0,,,,,50.0,,37.0,,254.0,6349.49169921875,,,,,,100.0,,13750.0,,,,,,,,,,,,2784.783447265625,,,1379.7178955078125,,,,17.0,,519.5681762695312,,31208.43359375,,,3600.0,,92345.7265625,,,990.0,,,1100.0,,17418.689453125,310.0,,,,31849.34375,
2025-11-28,4730.0,,264.0,,4390.0,288.62744140625,6641.9560546875,,,17103.06640625,11657.9091796875,6467.22705078125,356.260009765625,33874.859375,60.0,,,,,64.9000015258789,,36.79999923706055,,235.0,5835.53271484375,,,,,,85.0,,12850.0,,,,,,,,,,,,2737.7431640625,,,1399.0146484375,,,,15.800000190734863,,511.9693603515625,,33270.1953125,,,3700.0,,80236.28125,,,1090.0,,,1160.0,,18698.59375,298.0,,,,31465.615234375,
2025-12-30,4170.0,,249.0,,4410.0,243.5294189453125,6623.298828125,,,17208.0546875,14169.8896484375,6516.974609375,324.29998779296875,36194.5078125,48.0,,,,,52.400001525878906,,32.0,,223.0,6249.49951171875,,,,,,81.0,,12500.0,,,,,,,,,,,,2765.96728515625,,,1437.608154296875,,,,14.0,,521.4678344726562,,34135.74609375,,,2990.0,,79656.3125,,,1140.0,,,1180.0,,25498.08203125,298.0,,,,33000.5234375,
2026-01-30,3955.0,,270.0,,4640.0,259.76470947265625,7145.7001953125,,,17483.0234375,17221.865234375,8307.8994140625,317.7200012207031,33454.921875,56.0,,,,,55.599998474121094,,31.0,,228.0,6807.455078125,,,,,,76.0,,12450.0,,,,,,,,,,,,3697.364501953125,,,1456.9049072265625,,,,13.699999809265137,,522.417724609375,,39426.30078125,,,3980.0,,64996.98828125,,,1100.0,,,1180.0,,25598.07421875,290.0,,,,33863.91015625,
2026-02-27,3515.0,,255.0,,4530.0,252.5490264892578,7015.099609375,,,18197.94140625,15799.876953125,8407.39453125,328.05999755859375,33534.91015625,46.0,,,,,52.900001525878906,,32.900001525878906,,239.0,7403.4072265625,,,,,,60.0,,10700.0,,,,,,,,,,,,3319.16064453125,,,1500.0,,,,15.600000381469727,,515.7687377929688,,38230.08984375,,,3720.0,,64077.03125,,,1060.0,,,1100.0,,24798.134765625,288.0,,,,34151.70703125,
2026-03-31,2600.0,,229.0,,4080.0,202.03921508789062,6343.44140625,,,20207.71484375,15077.8818359375,7561.6806640625,264.1399841308594,30415.3828125,42.79999923706055,,,,,47.0,,31.5,,228.0,7389.408203125,,,,,,59.95000076293945,,9200.0,,,,,,,,,,,,3721.825439453125,,,1390.0,,,,15.0,,445.0049133300781,,34446.953125,,,3410.0,,56887.3671875,,,1000.0,,,925.0,,23348.244140625,270.0,,,,33576.11328125,
2026-04-30,2320.0,,250.0,,4130.0,306.6666564941406,6884.49951171875,,,19901.75,13695.0,13730.419921875,267.8999938964844,28285.70703125,38.400001525878906,,,,,52.5,,32.599998474121094,,222.0,6810.0,,,,,,56.0,,9080.0,,,,,,,,,,,,3891.17041015625,,,1400.0,,,,14.800000190734863,,311.5509338378906,,40457.1796875,,,3080.0,,53407.52734375,,,980.0,,,1020.0,,23098.26171875,288.0,,,,34631.36328125,
2026-05-28,2156.0,,234.0,,3620.0,246.0,7453.54345703125,,,18152.0,13370.0,10944.5380859375,276.0,26540.0,20.0,,,,,53.0,,29.200000762939453,,220.0,6500.0,,,,,,80.0,,8700.0,,,,,,,,,,,,3560.0068359375,,,1400.0,,,,13.199999809265137,,316.3001708984375,,40460.0,,,2540.0,,53500.0,,,980.0,,,1000.0,,22500.0,258.0,,,,35015.08984375,
2026-06-30,1821.0,,234.0,,3550.0,240.0,7350.9287109375,,,16680.0,17000.0,10845.0419921875,256.0,20580.0,15.0,,,,,49.900001525878906,,30.600000381469727,,212.0,6410.0,,,,,,100.0,,8780.0,,,,,,,,,,,,3480.979248046875,,,1410.0,,,,13.449999809265137,,359.0,,45950.0,,,2245.0,,49100.0,,,920.0,,,930.0,,23050.0,278.0,,,,35974.41015625,
2026-07-31,1753.0,,238.0,,3830.0,232.0,6720.0,,,18494.0,16965.0,11840.0,281.0,22130.0,18.0,,,,,50.099998474121094,,30.0,,228.0,6814.0,,,,,,122.0,,9060.0,,,,,,,,,,,,4261.84765625,,,1470.0,,,,13.199999809265137,,358.0,,46820.0,,,2205.0,,57280.0,,,860.0,,,950.0,,23950.0,220.0,,,,37700.0,
2026-08-31,1581.0,,248.0,,4170.0,226.0,6650.0,,,19406.0,17850.0,12100.0,276.0,22610.0,26.0,,,,,50.599998474121094,,34.79999923706055,,220.0,6482.0,,,,,,81.0,,8720.0,,,,,,,,,,,,4755.7705078125,,,1420.0,,,,13.0,,319.5,,45240.0,,,3460.0,,69420.0,,,910.0,,,900.0,,26500.0,308.0,,,,39900.0,
